Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,full_name,gid,subdomain,cost_exists,age_exists,cup_exists,place,url,state,bls_code,unemployment,b01001001,b01001a001,b01001b001,b15002003,b15002004,b15002005,b15002006,b15002007,b15002008,b15002009,b15002010,b15002011,b15002012,b15002013,b15002014,b15002015,b15002016,b15002017,b15002018,b19013001,gid,place.1,region,completeness_std,Cup_mean mean,Cup_mean std,Cost_hour_mean mean,Cost_hour_mean std,Age_mean mean,Age_mean std
Medford City Police Dept,OR,12,76037.0,425.0,2,39.0,64,320,4418.0,477,3764.0,177.0,558.9,2.6,51.3,84.2,420.8,5810.3,627.3,4950.2,232.8,"medford city,OR",16000US4147000,medford,0.13,0.02,0.14,Medford,medford,oregon,LAUCT414700000000003,9.216666666666667,75704.0,68693.0,,180.0,107.0,506.0,439.0,285.0,730.0,459.0,482.0,7529.0,2147.0,4278.0,1625.0,3828.0,1059.0,524.0,255.0,41589.0,16000US4147000,medford,medford,0.5389628576477675,-0.168,2.090098807724674,224.24786324786768,98.67818194273902,-0.438,4.119720888652629
Portland Police Dept,OR,12,598037.0,3093.0,20,231.0,950,1892,30454.0,4471,22398.0,3585.0,517.2,3.3,38.6,158.9,316.4,5092.3,747.6,3745.3,599.5,"portland,OR",16000US4159000,portland,0.24510118856408608,0.04240282685512368,0.22486347574686796,Portland,portland,oregon,LAUCT415900000000003,6.766666666666668,594524.0,460321.0,38084.0,2096.0,1250.0,2476.0,1941.0,2961.0,3154.0,2607.0,3869.0,39020.0,12759.0,36571.0,15107.0,51692.0,20467.0,8799.0,4835.0,49958.0,16000US4159000,portland,portland,0.6844240846374287,0.3425955669771924,2.570120218886749,251.94014522684463,438.540261017529,0.08849983938323161,5.299781374154365
Roseburg Police Dept,OR,12,21305.0,53.0,1,7.0,23,22,1130.0,141,941.0,48.0,248.8,4.7,32.9,108.0,103.3,5303.9,661.8,4416.8,225.3,"roseburg,OR",16000US4163650,roseburg,0.12313432835820895,0.018656716417910446,0.041044776119402986,Roseburg,roseburg,oregon,LAUCT416365000000003,,21850.0,19978.0,,61.0,63.0,35.0,341.0,48.0,193.0,113.0,75.0,2093.0,948.0,1692.0,739.0,1066.0,352.0,41.0,28.0,42094.0,16000US4163650,roseburg,roseburg,0.47420757783575296,-0.7761194029850746,1.105937608176956,877.1212121212121,1770.2054206719238,-0.4701492537313433,3.8796314325649877
Salem Police Dept,OR,12,157353.0,564.0,7,40.0,138,379,6731.0,1043,4958.0,730.0,358.4,4.4,25.4,87.7,240.9,4277.6,662.8,3150.9,463.9,"salem,OR",16000US4164900,salem,0.09477756286266925,0.0038684719535783366,0.1218568665377176,Salem,salem,oregon,LAUCT416490000000003,8.316666666666665,156155.0,124216.0,,463.0,566.0,1096.0,785.0,559.0,990.0,1512.0,1530.0,12584.0,3916.0,8410.0,3273.0,8289.0,3459.0,1277.0,619.0,45215.0,16000US4164900,salem,salem,0.4421202203425578,-0.2746615087040619,2.0031458136405025,210.1156462585102,69.71889825035352,-0.9032882011605415,1.5534185919506314
Allentown City Police Dept,PA,12,119334.0,653.0,15,54.0,374,210,4603.0,1248,2987.0,368.0,547.2,12.6,45.3,313.4,176.0,3857.2,1045.8,2503.1,308.4,"allentown city,PA",16000US4202000,allentown,0.08575478384124734,0.041814316087880936,0.09284195605953224,Allentown,allentown,pennsylvania,LAUCT420200000000003,10.1,118587.0,78789.0,14823.0,535.0,425.0,615.0,1148.0,1049.0,1653.0,1948.0,1086.0,12265.0,1620.0,3677.0,2152.0,3412.0,1272.0,578.0,431.0,34289.0,16000US4202000,allentown,allentown,0.47074120036560435,-0.44011339475549255,1.7800489239146415,780.3133608815373,1853.4071897449428,0.050673281360737066,5.145377796327311
Altoona City Police Dept,PA,12,46404.0,163.0,2,31.0,32,98,903.0,226,641.0,36.0,351.3,4.3,66.8,69.0,211.2,1946.0,487.0,1381.3,77.6,"altoona city,PA",16000US4202184,altoona,0.058997050147492625,0.008849557522123894,0.02654867256637168,Altoona,altoona,pennsylvania,LAUCT420218400000003,7.175000000000001,46239.0,43098.0,,132.0,0.0,1.0,176.0,181.0,276.0,691.0,156.0,7567.0,953.0,1330.0,984.0,1748.0,425.0,165.0,74.0,35572.0,16000US4202184,altoona,altoona,0.3123652421040141,-0.8200589970501475,1.1040854723420923,400.25,434.85262173704206,-0.7964601769911505,2.157247144680442
Erie Police Dept,PA,12,101972.0,458.0,8,64.0,172,214,3510.0,1095,2311.0,104.0,449.1,7.8,62.8,168.7,209.9,3442.1,1073.8,2266.3,102.0,"erie,PA",16000US4224000,erie,0.10420475319926874,0.03290676416819013,0.04570383912248629,Erie,erie,pennsylvania,LAUCT422400000000003,8.250000000000002,101419.0,76808.0,16434.0,347.0,119.0,183.0,572.0,386.0,1046.0,836.0,952.0,12264.0,2098.0,3849.0,1696.0,4127.0,951.0,448.0,441.0,31838.0,16000US4224000,erie,erie,0.42305028829964525,-0.7495429616087751,1.1818897342167292,231.56920077971932,102.46053154638255,0.04296160877513711,5.7892220817403635
Harrisburg City Police Dept,PA,12,49753.0,727.0,11,56.0,388,272,2426.0,613,1655.0,158.0,1461.2,22.1,112.6,779.9,546.7,4876.1,1232.1,3326.4,317.6,"harrisburg city,PA",16000US4232800,harrisburg,0.14823815309842042,0.05589307411907655,0.1543134872417983,Harrisburg,harrisburg,pennsylvania,LAUCT423280000000003,9.308333333333332,49381.0,16734.0,25305.0,278.0,192.0,300.0,198.0,334.0,680.0,901.0,260.0,4295.0,606.0,1840.0,817.0,1819.0,639.0,421.0,148.0,33080.0,16000US4232800,harrisburg,harrisburg,0.6153538428146833,-0.08383961117861483,2.1918936770562274,399.6200364298525,649.5035575904033,0.3487241798298906,5.609007805748705
Philadelphia Police Dept,PA,12,1538957.0,17853.0,331,880.0,7984,8658,56997.0,12004,38592.0,6401.0,1160.1,21.5,57.2,518.8,562.6,3703.6,780.0,2507.7,415.9,"philadelphia,PA",16000US4260000,philadelphia,0.17021748779405238,0.0461606746560142,0.15335108743897027,Philadelphia,philadelphia,pennsylvania,LAUCT426000000000003,10.016666666666667,1538211.0,635684.0,664674.0,8480.0,3884.0,6673.0,10409.0,11019.0,16717.0,19834.0,13701.0,162177.0,20623.0,54604.0,19237.0,61624.0,25100.0,12362.0,6847.0,35581.0,16000US4260000,philadelphia,philadelphia,0.5899700080198146,-0.06528332593579006,2.248540790410738,226.6534043169641,439.80511932793445,0.16622281402574346,5.418480710519905
Pittsburgh,PA,12,312112.0,2347.0,41,47.0,1134,1125,10691.0,2537,7610.0,544.0,752.0,13.1,15.1,363.3,360.4,3425.4,812.8,2438.2,174.3,"pittsburgh,PA",16000US4261000,pittsburgh,0.1817258883248731,0.029949238578680204,0.18680203045685279,Pittsburgh,pittsburgh,pennsylvania,LAUCT426100000000003,6.941666666666666,306006.0,203201.0,76836.0,1070.0,199.0,318.0,915.0,825.0,1987.0,2338.0,1358.0,28450.0,4805.0,11372.0,6467.0,18304.0,9033.0,4240.0,4223.0,37280.0,16000US4261000,pittsburgh,pittsburgh,0.5719867416662658,0.12284263959390863,2.4100656622386483,235.04003724395812,172.35006956317332,-0.2263959390862944,4.518852075340067
Scranton City Police Dept,PA,12,76118.0,252.0,0,23.0,129,100,2553.0,641,1796.0,116.0,331.1,0.0,30.2,169.5,131.4,3354.0,842.1,2359.5,152.4,"scranton city,PA",16000US4269000,scranton,0.16216216216216217,0.03957528957528957,0.10617760617760617,Scranton,scranton,pennsylvania,LAUCT426900000000003,9.249999999999998,75951.0,65584.0,4629.0,398.0,153.0,271.0,333.0,380.0,1004.0,694.0,322.0,8856.0,1217.0,2824.0,1453.0,3548.0,861.0,539.0,105.0,36149.0,16000US4269000,scranton,scranton,0.5704266532087315,-0.3923745173745174,1.8203757531865836,941.4821428571248,1837.083207041191,0.059845559845559844,5.330596179443638
York City Police Dept,PA,12,43955.0,587.0,11,44.0,189,343,1582.0,433,1050.0,99.0,1335.5,25.0,100.1,430.0,780.3,3599.1,985.1,2388.8,225.2,"york city,PA",16000US4287048,york,0.14453781512605043,0.05714285714285714,0.07058823529411765,York,york,pennsylvania,LAUCT428704800000003,11.233333333333334,43651.0,22372.0,12042.0,114.0,56.0,351.0,463.0,476.0,902.0,551.0,336.0,5959.0,403.0,944.0,568.0,886.0,285.0,58.0,53.0,29469.0,16000US4287048,york,york,0.5220595657520787,-0.6403361344537815,1.3688649066342018,229.1414728682279,132.59933079668951,0.6957983193277311,7.16143096226375
Charleston City Police Dept,SC,12,123856.0,296.0,12,19.0,104,161,3373.0,374,2764.0,235.0,239.0,9.7,15.3,84.0,130.0,2723.3,302.0,2231.6,189.7,"charleston city,SC",16000US4513330,charleston,0.19137931034482758,0.07931034482758621,0.12931034482758622,Charleston,charleston,south carolina,LAUCT451333000000003,5.6000000000000005,123226.0,87467.0,31454.0,185.0,159.0,38.0,349.0,246.0,641.0,689.0,353.0,6693.0,1905.0,5185.0,2687.0,11660.0,3373.0,2125.0,1341.0,50602.0,16000US4513330,charleston,charleston,0.6205230686009183,-0.28218390804597704,1.9277412020604785,189.16416416417297,201.43965427476212,1.2979885057471265,7.889028454734765
Columbia Police Dept,SC,12,131833.0,1042.0,8,62.0,337,635,7211.0,1723,4752.0,736.0,790.4,6.1,47.0,255.6,481.7,5469.8,1307.0,3604.6,558.3,"columbia,SC",16000US4516000,columbia,0.21846153846153846,0.011538461538461539,0.07730769230769231,Columbia,columbia,south carolina,LAUCT451600000000003,7.933333333333334,130596.0,66340.0,55749.0,268.0,87.0,316.0,857.0,864.0,1172.0,1350.0,754.0,8426.0,1943.0,4816.0,2116.0,8189.0,3475.0,1865.0,890.0,40501.0,16000US4516000,columbia,columbia,0.5187745474737929,-0.54,1.6373079191185953,152.08813995082113,59.465012356728444,-0.6480769230769231,3.33421120581652
Florence Police Dept,SC,12,37681.0,328.0,3,25.0,83,217,2897.0,566,2190.0,141.0,870.5,8.0,66.3,220.3,575.9,7688.2,1502.1,5811.9,374.2,"florence,SC",16000US4525810,florence,0.10869565217391304,0.010033444816053512,0.051839464882943144,Florence,florence,south carolina,LAUCT452581000000003,7.458333333333332,37328.0,19265.0,17245.0,61.0,87.0,79.0,152.0,208.0,366.0,328.0,106.0,2929.0,649.0,1829.0,977.0,1611.0,972.0,411.0,249.0,41660.0,16000US4525810,florence,florence,0.46050370551775505,-0.6739130434782609,1.43969394865462,164.88461538461536,53.45422434096077,-0.677257525083612,3.270780927640725
Greenville Police Dept,SC,12,60953.0,509.0,1,21.0,104,383,3223.0,603,2411.0,209.0,835.1,1.6,34.5,170.6,628.4,5287.7,989.3,3955.5,342.9,"greenville,SC",16000US4530850,greenville,0.16635279347143753,0.04645323289391086,0.09792843691148775,Greenville,greenville,south carolina,LAUCT453085000000003,5.708333333333333,59955.0,38340.0,18408.0,208.0,182.0,312.0,308.0,480.0,836.0,427.0,403.0,4136.0,714.0,2567.0,974.0,4609.0,1607.0,1083.0,395.0,39308.0,16000US4530850,greenville,greenville,0.5486314864857343,-0.4256120527306968,1.781823889874644,179.02452830187175,219.0364313430726,0.3697426239799121,6.5486784501734565
Myrtle Beach Police Dept,SC,12,28085.0,472.0,7,43.0,195,227,4313.0,670,3300.0,343.0,1680.6,24.9,153.1,694.3,808.3,15357.0,2385.6,11750.0,1221.3,"myrtle beach,SC",16000US4549075,myrtlebeach,0.07803468208092486,0.029624277456647398,0.06358381502890173,Myrtle Beach,myrtlebeach,south carolina,LAUCT454907500000003,8.583333333333334,27708.0,21378.0,2831.0,202.0,229.0,201.0,176.0,129.0,232.0,313.0,144.0,2839.0,418.0,1472.0,508.0,2122.0,592.0,239.0,179.0,33537.0,16000US4549075,myrtlebeach,myrtlebeach,0.40817341956506686,-0.6174132947976878,1.5081533865795829,195.18713256907407,74.65068624769252,-0.16425818882463872,4.898224459512189
Aberdeen City Police Dept,SD,12,26593.0,69.0,0,23.0,1,45,507.0,88,392.0,27.0,259.5,0.0,86.5,3.8,169.2,1906.5,330.9,1474.1,101.5,"aberdeen city,SD",16000US4600100,aberdeen-sd,,,,Aberdeen,aberdeen-sd,south dakota,LAUCT460010000000003,3.441666666666667,26443.0,24230.0,,0.0,0.0,0.0,285.0,72.0,62.0,100.0,88.0,2940.0,437.0,1212.0,576.0,1469.0,202.0,210.0,88.0,47910.0,16000US4600100,aberdeen-sd,aberdeen-sd,,,,,,,
Rapid City Police Dept,SD,12,69979.0,425.0,4,111.0,55,255,3555.0,591,2734.0,230.0,607.3,5.7,158.6,78.6,364.4,5080.1,844.5,3906.9,328.7,"rapid city,SD",04000US46,rapidcity,,,,Rapid City,rapidcity,south dakota,LAUCT465298000000003,4.183333333333333,68912.0,55687.0,,164.0,58.0,228.0,361.0,217.0,490.0,436.0,410.0,5978.0,1372.0,4398.0,1603.0,3964.0,1428.0,552.0,193.0,44382.0,04000US46,rapidcity,rapidcity,,,,,,,
Sioux Falls Police Dept,SD,12,158354.0,631.0,2,139.0,70,420,5041.0,899,3843.0,299.0,398.5,1.3,87.8,44.2,265.2,3183.4,567.7,2426.8,188.8,"sioux falls,SD",16000US4659020,siouxfalls,,,,Sioux Falls,siouxfalls,south dakota,LAUCT465902000000003,3.4749999999999996,156997.0,135607.0,7082.0,471.0,0.0,714.0,1071.0,586.0,846.0,846.0,813.0,15543.0,2418.0,7058.0,4375.0,10544.0,3440.0,1040.0,945.0,50295.0,16000US4659020,siouxfalls,siouxfalls,,,,,,,
Chattanooga Police Dept,TN,12,171541.0,1709.0,22,56.0,490,1141,10441.0,2291,7215.0,935.0,996.3,12.8,32.6,285.6,665.1,6086.6,1335.5,4206.0,545.1,"chattanooga,TN",16000US4714000,chattanooga,0.18881685575364668,0.03079416531604538,0.1280388978930308,Chattanooga,chattanooga,tennessee,LAUCT471400000000003,8.825000000000001,169718.0,100470.0,58306.0,1345.0,428.0,729.0,839.0,1114.0,1573.0,1873.0,1027.0,15620.0,3533.0,9094.0,2849.0,8964.0,2905.0,1208.0,759.0,37140.0,16000US4714000,chattanooga,chattanooga,0.5863119536795821,-0.303484602917342,1.866074596798605,210.8890524909661,127.12749389967851,-0.15964343598055106,4.802426583437168
Clarksville Police Dept,TN,12,137356.0,875.0,10,46.0,99,720,3741.0,976,2598.0,167.0,637.0,7.3,33.5,72.1,524.2,2723.6,710.6,1891.4,121.6,"clarksville,TN",16000US4715160,clarksville,0.12369791666666667,0.028645833333333332,0.07421875,Clarksville,clarksville,tennessee,LAUCT471516000000003,8.258333333333331,137588.0,91630.0,31713.0,284.0,168.0,589.0,378.0,288.0,624.0,470.0,391.0,11783.0,3685.0,7822.0,2878.0,5861.0,2229.0,330.0,351.0,44760.0,16000US4715160,clarksville,clarksville,0.4715893471929992,-0.5911458333333334,1.4842149851422526,474.4666666666632,1075.8155990100188,-0.2610677083333333,4.4600071217486255
Cookeville Police Dept,TN,12,30946.0,146.0,0,12.0,26,108,1522.0,370,1097.0,55.0,471.8,0.0,38.8,84.0,349.0,4918.2,1195.6,3544.9,177.7,"cookeville,TN",16000US4716920,cookeville,0.08,0.015,0.035,Cookeville,cookeville,tennessee,LAUCT471692000000003,7.483333333333333,30755.0,28335.0,,52.0,0.0,24.0,125.0,150.0,322.0,172.0,169.0,2961.0,285.0,1363.0,313.0,1679.0,303.0,199.0,299.0,28212.0,16000US4716920,cookeville,cookeville,0.3792348816728057,-0.815,0.9877516217813354,231.77567340062504,26.678068284552218,-0.605,3.320255333161432
Knoxville Police Dept,TN,12,182254.0,1774.0,18,119.0,528,1109,12169.0,2882,8373.0,914.0,973.4,9.9,65.3,289.7,608.5,6676.9,1581.3,4594.1,501.5,"knoxville,TN",16000US4740000,knoxville,0.12991178829190056,0.057738572574178026,0.15557337610264635,Knoxville,knoxville,tennessee,LAUCT474000000000003,7.783333333333334,180714.0,139636.0,32033.0,646.0,497.0,614.0,1012.0,622.0,1481.0,1196.0,730.0,15307.0,3694.0,6760.0,6197.0,11283.0,3416.0,2183.0,1165.0,32632.0,16000US4740000,knoxville,knoxville,0.6316303146588008,0.03648757016840417,2.4760635498093526,291.40483539098153,497.7104704890315,0.8091419406575782,7.525162486680552
Memphis Police Dept,TN,12,657436.0,11507.0,133,420.0,3382,7572,41503.0,12575,25959.0,2969.0,1750.3,20.2,63.9,514.4,1151.7,6312.9,1912.7,3948.5,451.6,"memphis,TN",16000US4748000,memphis,0.08354248834707781,0.015059160989602008,0.06238795267120832,Memphis,memphis,tennessee,LAUCT474800000000003,10.791666666666666,651363.0,194560.0,410850.0,3006.0,1305.0,3361.0,4505.0,3241.0,6982.0,8313.0,4892.0,62210.0,8571.0,31055.0,8417.0,28264.0,8379.0,4355.0,2248.0,36062.0,16000US4748000,memphis,memphis,0.4002849006460814,-0.601888370981237,1.5865069316049567,252.06020505483173,679.2966348155724,-0.5761921835783435,3.4941567928936474
Abilene Police Dept,TX,12,119886.0,472.0,3,38.0,127,304,4393.0,1037,3185.0,171.0,393.7,2.5,31.7,105.9,253.6,3664.3,865.0,2656.7,142.6,"abilene,TX",16000US4801000,abilene,0.058524173027989825,0.026717557251908396,0.062340966921119595,Abilene,abilene,texas,LAUCT480100000000003,5.15,120027.0,96400.0,12311.0,620.0,340.0,362.0,1225.0,1263.0,1168.0,1722.0,412.0,10720.0,3060.0,6241.0,2475.0,5258.0,1571.0,701.0,572.0,41460.0,16000US4801000,abilene,abilene,0.38915293789977734,-0.648854961832061,1.4174004955990362,223.731884058,101.6057405679932,-0.2697201017811705,4.552988706728296
Amarillo Police Dept,TX,12,196576.0,1278.0,10,110.0,278,880,8900.0,2087,6184.0,629.0,650.1,5.1,56.0,141.4,447.7,4527.5,1061.7,3145.9,320.0,"amarillo,TX",16000US4803000,amarillo,0.028595458368376788,0.009251471825063078,0.07485281749369217,Amarillo,amarillo,texas,LAUCT480300000000003,4.608333333333333,193429.0,160259.0,13181.0,965.0,580.0,1634.0,1673.0,1613.0,1363.0,1504.0,1013.0,15291.0,5212.0,10522.0,4232.0,8753.0,2726.0,1100.0,636.0,45350.0,16000US4803000,amarillo,amarillo,0.33446554407996043,-0.5449957947855341,1.6393834363348627,223.06372549020588,192.34051075794758,-0.7451640033641715,2.713258488813895
Austin Police Dept,TX,12,832901.0,3405.0,31,209.0,978,2187,43472.0,7244,33913.0,2315.0,408.8,3.7,25.1,117.4,262.6,5219.3,869.7,4071.7,277.9,"austin,TX",16000US4805000,austin,0.18500570125427593,0.03192702394526796,0.11630558722919042,Austin,austin,texas,LAUCT480500000000003,4.891666666666667,818236.0,595250.0,64949.0,3655.0,4377.0,8254.0,4049.0,6112.0,3286.0,3808.0,3992.0,42848.0,11318.0,41206.0,13978.0,72905.0,28608.0,8391.0,7927.0,51668.0,16000US4805000,austin,austin,0.5649804023871066,-0.32297605473204105,1.925884206588036,227.63482280430662,113.12376786264545,-0.11801596351197263,5.08258406621713
Beaumont Police Dept,TX,12,120323.0,1242.0,13,76.0,408,745,5824.0,1828,3717.0,279.0,1032.2,10.8,63.2,339.1,619.2,4840.3,1519.2,3089.2,231.9,"beaumont,TX",16000US4807000,beaumont,0.10579514824797843,0.018867924528301886,0.10377358490566038,Beaumont,beaumont,texas,LAUCT480700000000003,8.858333333333333,118440.0,51732.0,55055.0,626.0,278.0,861.0,916.0,619.0,936.0,1354.0,469.0,10993.0,2315.0,6351.0,1949.0,5461.0,1588.0,792.0,256.0,37343.0,16000US4807000,beaumont,beaumont,0.46565086739677064,-0.3803908355795148,1.8459774520333718,222.89157498551592,82.16408062706198,-0.5148247978436657,3.608325005064856
Brownsville Police Dept,TX,12,181102.0,473.0,3,38.0,125,307,8337.0,1145,6986.0,206.0,261.2,1.7,21.0,69.0,169.5,4603.5,632.2,3857.5,113.7,"brownsville,TX",16000US4810768,brownsville,0.06315789473684211,0.013157894736842105,0.02368421052631579,Brownsville,brownsville,texas,LAUCT481076800000003,10.491666666666665,178045.0,162342.0,,1622.0,1646.0,3281.0,2343.0,2368.0,1891.0,1392.0,1227.0,9937.0,1773.0,6795.0,2702.0,5364.0,1143.0,677.0,507.0,31246.0,16000US4810768,brownsville,brownsville,0.3174768601461092,-0.8473684210526315,1.0054565751904985,296.25,378.0391341601048,-0.6684210526315789,3.016323686566375
Corpus Christi Police Dept,TX,12,312565.0,2057.0,16,184.0,375,1482,14061.0,2452,11166.0,443.0,658.1,5.1,58.9,120.0,474.1,4498.6,784.5,3572.4,141.7,"corpus christi,TX",16000US4817000,corpuschristi,0.17541337167505391,0.052480230050323505,0.05895039539899353,Corpus Christi,corpuschristi,texas,LAUCT481700000000003,5.591666666666666,308497.0,263149.0,13964.0,1735.0,998.0,2309.0,2142.0,2614.0,2884.0,3373.0,1589.0,24896.0,6627.0,18715.0,6470.0,12516.0,4916.0,1559.0,1259.0,46470.0,16000US4817000,corpuschristi,corpuschristi,0.5273452210084153,-0.6552839683680806,1.4124214278350318,240.4180327869016,135.94774650081393,0.41552839683680803,6.140022296647605
Dallas Police Dept,TX,12,1241549.0,8380.0,154,486.0,4093,3647,54300.0,16090,31148.0,7062.0,675.0,12.4,39.1,329.7,293.7,4373.6,1296.0,2508.8,568.8,"dallas,TX",16000US4819000,dallas,0.15179989412387507,0.06762837480148226,0.19825304393859186,Dallas,dallas,texas,LAUCT481900000000003,6.766666666666667,1219879.0,689407.0,298222.0,10625.0,10653.0,24890.0,12328.0,19131.0,9835.0,12501.0,7370.0,85943.0,13084.0,49173.0,16157.0,69382.0,26005.0,13187.0,4841.0,41745.0,16000US4819000,dallas,dallas,0.6388894418765119,0.17674695606140814,2.419496817479244,185.40891698149937,186.9148610179973,0.6718501852832186,6.305991840719666
Del Rio Police Dept,TX,12,36302.0,61.0,1,0.0,10,50,731.0,157,561.0,13.0,168.0,2.8,0.0,27.5,137.7,2013.7,432.5,1545.4,35.8,"del rio,TX",16000US4819792,delrio,0.005988023952095809,,0.011976047904191617,Del Rio,delrio,texas,LAUCT481979200000003,6.983333333333333,35612.0,32500.0,,363.0,413.0,769.0,575.0,336.0,329.0,399.0,50.0,2939.0,762.0,1245.0,634.0,1389.0,244.0,64.0,0.0,40307.0,16000US4819792,delrio,delrio,0.13322025842794805,-0.9101796407185628,0.8201259623014223,240.0,,-1.0,0.0
Denton Police Dept,TX,12,118942.0,369.0,1,86.0,82,200,3262.0,632,2473.0,157.0,310.2,0.8,72.3,68.9,168.1,2742.5,531.4,2079.2,132.0,"denton,TX",16000US4819972,denton,0.08480268681780016,0.21242653232577666,0.30982367758186397,Denton,denton,texas,LAUCT481997200000003,5.033333333333334,117997.0,91063.0,12910.0,209.0,243.0,975.0,594.0,707.0,400.0,486.0,322.0,5356.0,2225.0,6638.0,2268.0,7431.0,2585.0,502.0,1001.0,47695.0,16000US4819972,denton,denton,0.8137994486221629,0.9433249370277078,2.9267563761070896,206.5664720318337,260.8528642800001,3.8992443324937027,9.476370849143862
El Paso Police Dept,TX,12,675536.0,2859.0,23,184.0,471,2181,16411.0,1826,13425.0,1160.0,423.2,3.4,27.2,69.7,322.9,2429.3,270.3,1987.3,171.7,"el paso,TX",16000US4824000,elpaso,0.12051455653351388,0.033852403520649964,0.0974949221394719,El Paso,elpaso,texas,LAUCT482400000000003,8.116666666666665,662707.0,541806.0,22684.0,4944.0,3403.0,8383.0,3557.0,5122.0,3681.0,3999.0,3505.0,46113.0,10557.0,34738.0,13379.0,27530.0,10410.0,3577.0,1860.0,40920.0,16000US4824000,elpaso,elpaso,0.5411942153631406,-0.4262017603249831,1.7956126884004988,198.62359550562917,93.15518722285863,-0.12728503723764387,4.74642001827029
Galveston Police Dept,TX,12,49170.0,296.0,2,37.0,118,139,2469.0,517,1792.0,160.0,602.0,4.1,75.2,240.0,282.7,5021.4,1051.5,3644.5,325.4,"galveston,TX",16000US4828068,galveston,0.09116809116809117,0.008547008547008548,0.03276353276353276,Galveston,galveston,texas,LAUCT482806800000003,7.316666666666666,47689.0,34757.0,9130.0,246.0,166.0,329.0,524.0,502.0,571.0,543.0,219.0,4451.0,798.0,2199.0,833.0,2002.0,622.0,657.0,683.0,36232.0,16000US4828068,galveston,galveston,0.3636074743536366,-0.8084045584045584,1.0659296459598588,239.9817708333281,88.88555111387292,-0.7735042735042735,2.464870785225095
Houston Police Dept,TX,12,2177273.0,21610.0,217,665.0,9385,11343,107678.0,26630,67978.0,13070.0,992.5,10.0,30.5,431.0,521.0,4945.5,1223.1,3122.2,600.3,"houston,TX",16000US4835000,houston,0.1889100909192951,0.07295992816253227,0.15950162756762823,Houston,houston,texas,LAUCT483500000000003,6.333333333333332,2130116.0,1225210.0,496020.0,16732.0,20262.0,43570.0,18855.0,27465.0,16290.0,19046.0,14125.0,148085.0,24602.0,96674.0,28394.0,119948.0,46799.0,18538.0,12913.0,43792.0,16000US4835000,houston,houston,0.6399521162555085,-0.07673887828787407,2.160688059232905,182.13559120617816,118.94323736651646,0.7663972761626894,6.404539538862218
Huntsville Police Dept,TX,12,39243.0,202.0,1,28.0,13,160,1038.0,263,740.0,35.0,514.7,2.5,71.4,33.1,407.7,2645.1,670.2,1885.7,89.2,"huntsville,TX",16000US4835528,huntsvilletx,0.09836065573770492,0.013114754098360656,0.029508196721311476,Huntsville,huntsvilletx,texas,LAUCT483552800000003,6.508333333333333,39308.0,26050.0,11445.0,147.0,378.0,345.0,576.0,783.0,643.0,633.0,136.0,5240.0,1600.0,3083.0,536.0,1349.0,494.0,41.0,215.0,27134.0,16000US4835528,huntsvilletx,huntsvilletx,0.3758223654710637,-0.8459016393442623,0.9279245677592824,210.7607407409,334.5114414353423,-0.6754098360655738,2.8451630085634236
Killeen Police Dept,TX,12,131965.0,851.0,12,82.0,236,521,4986.0,1498,3296.0,192.0,644.9,9.1,62.1,178.8,394.8,3778.3,1135.1,2497.6,145.5,"killeen,TX",16000US4839148,killeen,0.09629147690305791,0.008458035133376708,0.07742355237475602,Killeen,killeen,texas,LAUCT483914800000003,7.625,131639.0,66203.0,43808.0,435.0,104.0,296.0,445.0,230.0,357.0,559.0,310.0,9674.0,4406.0,8266.0,4019.0,4065.0,1325.0,169.0,197.0,45360.0,16000US4839148,killeen,killeen,0.4215790180579556,-0.5510735198438517,1.5897090782830954,158.70364114115674,59.20688764779881,-0.7950553025374105,2.2326358937473465
Laredo,TX,12,245558.0,1036.0,8,81.0,183,764,10685.0,1718,8586.0,381.0,421.9,3.3,33.0,74.5,311.1,4351.3,699.6,3496.5,155.2,"laredo,TX",16000US4841464,laredo,0.06806282722513089,,0.05759162303664921,Laredo,laredo,texas,LAUCT484146400000003,6.358333333333333,240773.0,225224.0,,2195.0,2181.0,4984.0,2788.0,3668.0,1780.0,1719.0,1433.0,14169.0,2693.0,9695.0,3074.0,7420.0,2256.0,781.0,403.0,36957.0,16000US4841464,laredo,laredo,0.4032954355878206,-0.7225130890052356,1.1393537647019754,225.84615384615384,204.52177239750145,-1.0,0.0
